cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	data_type	cases.0.samples.0.tissue_type	file_name	cases.0.project.project_id	file_id	analysis.workflow_type	cases.0.submitter_id	cases.0.samples.0.tumor_descriptor	id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.sample_id	data_category	cases.0.case_id
72d79574-45e1-453a-bc95-a2dca1d3e251	Gene Expression Quantification		552e9a21-3493-4567-8d55-40e7f8009a5f.FPKM-UQ.txt.gz	TCGA-BRCA	d64a5eeb-7898-4cf6-9dcf-cab5c393c177	HTSeq - FPKM-UQ	TCGA-A2-A04V		d64a5eeb-7898-4cf6-9dcf-cab5c393c177	TCGA-A2-A04V-01A-21R-A034-07	Primary Tumor	TCGA-A2-A04V-01A	5dfab1d0-fed6-47b2-a47d-402e088361ad	Transcriptome Profiling	64f67506-f2df-4f0a-b7be-29b4949e986a
a2cf164c-5b26-43eb-9de9-d1d457a5de06	Gene Expression Quantification		99c7b545-c90e-407f-9086-0ef8e108f973.htseq.counts.gz	TCGA-BRCA	4c7511e3-7b64-4c7d-a176-09c5c0ecd183	HTSeq - Counts	TCGA-E2-A1BC		4c7511e3-7b64-4c7d-a176-09c5c0ecd183	TCGA-E2-A1BC-01A-11R-A12P-07	Primary Tumor	TCGA-E2-A1BC-01A	83ec5738-3a27-4100-83f2-8b30ae3b2fb7	Transcriptome Profiling	d8492ebd-3d94-4a4b-8de7-386526691cc2
85c4a097-4567-4bdf-879c-96c9a4f48052	Gene Expression Quantification		9d52a72f-06cb-4a2d-8aca-63ca74cbde70.FPKM.txt.gz	TCGA-BRCA	d0061ed1-55ca-4b0b-8ad4-1cc9b647b99f	HTSeq - FPKM	TCGA-GM-A3NY		d0061ed1-55ca-4b0b-8ad4-1cc9b647b99f	TCGA-GM-A3NY-01A-11R-A21T-07	Primary Tumor	TCGA-GM-A3NY-01A	50bd5c91-6557-4456-92d3-ae40cf7a8b9d	Transcriptome Profiling	bd5374c9-7f36-457f-b66b-7cc7ff64224e
3a89ef69-fd06-4b35-acbb-246fb0e5e56e	miRNA Expression Quantification		80139ec2-409e-4110-9924-2a8f44daa758.mirbase21.mirnas.quantification.txt	TCGA-BRCA	d37b60a2-c843-4d4d-ae87-e0aa82b32abd	BCGSC miRNA Profiling	TCGA-AC-A62X		d37b60a2-c843-4d4d-ae87-e0aa82b32abd	TCGA-AC-A62X-01A-11R-A29V-13	Primary Tumor	TCGA-AC-A62X-01A	5aeef496-2885-42d7-802e-319b76bbe215	Transcriptome Profiling	5b2a4f11-ca46-4974-9420-59b4820920bf
de01d9b6-e29d-495e-815a-c7d2a7c15af3	Gene Expression Quantification		7bda3c7f-9e51-4e8a-9398-e9dc1dee8c62.htseq.counts.gz	TCGA-BRCA	58d983ee-8d34-4276-95d2-a660a87f1c2e	HTSeq - Counts	TCGA-PL-A8LZ		58d983ee-8d34-4276-95d2-a660a87f1c2e	TCGA-PL-A8LZ-01A-31R-A36F-07	Primary Tumor	TCGA-PL-A8LZ-01A	421af19a-ae32-44b3-b91f-fed6a9b99de1	Transcriptome Profiling	9087585f-e792-4f33-baaa-56ffe0f745be
79dc3671-d333-4444-ac69-d17c613fde71	Isoform Expression Quantification		47d1dab8-621b-43a2-ad13-d96757c4bf75.mirbase21.isoforms.quantification.txt	TCGA-BRCA	d8666aab-a6c2-43a8-886e-63bf3740a62b	BCGSC miRNA Profiling	TCGA-BH-A18N		d8666aab-a6c2-43a8-886e-63bf3740a62b	TCGA-BH-A18N-01A-11R-A12C-13	Primary Tumor	TCGA-BH-A18N-01A	dba36215-670e-400f-864e-a46702d49240	Transcriptome Profiling	665dd3d3-779c-4abd-b5d7-13342340451d
96945f90-8cb8-445e-ad73-0ed0148572b4	miRNA Expression Quantification		403ff68b-bd2a-4e9c-b42f-e1c132143c04.mirbase21.mirnas.quantification.txt	TCGA-BRCA	774b4a22-63f5-4bd0-aa12-3a8f090ffcf2	BCGSC miRNA Profiling	TCGA-B6-A402		774b4a22-63f5-4bd0-aa12-3a8f090ffcf2	TCGA-B6-A402-01A-11R-A23A-13	Primary Tumor	TCGA-B6-A402-01A	6961fffe-50b4-4296-8390-196b6070f739	Transcriptome Profiling	75b3fe55-1a63-426e-867e-2ef52f54778d
3b1da7ee-4470-4ab5-b1a7-53ac92b4e4d3	Gene Expression Quantification		d86c50f3-0eed-43e3-b089-2145c75ce7d0.htseq.counts.gz	TCGA-BRCA	b5cf3c87-169a-4c55-9654-ef557946fdce	HTSeq - Counts	TCGA-AO-A12C		b5cf3c87-169a-4c55-9654-ef557946fdce	TCGA-AO-A12C-01A-11R-A10J-07	Primary Tumor	TCGA-AO-A12C-01A	f532eb4d-9e7d-47ef-9612-ceab05c79359	Transcriptome Profiling	71626753-cc34-4731-abc0-ae188b0964e7
9458ec78-c1cd-45a2-b718-955ad1237cac	miRNA Expression Quantification		ebd47d6d-e93d-4229-b1d4-139019ac54a2.mirbase21.mirnas.quantification.txt	TCGA-BRCA	79b40327-75a8-4099-bb40-2a247cbdc001	BCGSC miRNA Profiling	TCGA-A7-A0DB		79b40327-75a8-4099-bb40-2a247cbdc001	TCGA-A7-A0DB-11A-33R-A090-13	Solid Tissue Normal	TCGA-A7-A0DB-11A	e2566ada-c2bf-4c25-bcd0-9f49f2d0b4a2	Transcriptome Profiling	f130f376-5801-40f9-975d-a7e2f7b5670d
71cc9cf0-2992-4ac6-8642-6fdb66958fca	Gene Expression Quantification		9075b4ab-16ef-4cdd-bfe5-855d18b15e11.FPKM.txt.gz	TCGA-BRCA	57bba7f0-872b-44b6-afae-5cefcd98cdda	HTSeq - FPKM	TCGA-BH-A1EO		57bba7f0-872b-44b6-afae-5cefcd98cdda	TCGA-BH-A1EO-11A-31R-A137-07	Solid Tissue Normal	TCGA-BH-A1EO-11A	fff3e5a3-4b84-4afa-bdb5-1c6b2a6626bc	Transcriptome Profiling	4510295e-8aa7-4ef1-b2b7-91cc902f8200
71a6367e-a876-4f1e-b80c-0e2d7d02e7cd	Gene Expression Quantification		009ff7e3-8bd3-4683-adf5-7b68a0859f35.FPKM.txt.gz	TCGA-BRCA	52d5da27-6533-4aa4-8bc3-2fd6cd9597d8	HTSeq - FPKM	TCGA-B6-A2IU		52d5da27-6533-4aa4-8bc3-2fd6cd9597d8	TCGA-B6-A2IU-01A-32R-A18M-07	Primary Tumor	TCGA-B6-A2IU-01A	571468b9-6fb4-40c6-8830-1ffad5419b60	Transcriptome Profiling	9857be0c-aeca-4a43-90b1-0535bd08e086
79d0e02e-b518-4dce-8c20-00073d04e399	Gene Expression Quantification		b493310b-77e6-43fb-96cd-ab56d12de273.FPKM-UQ.txt.gz	TCGA-BRCA	84ca899c-12b7-4afa-a111-48c18233a272	HTSeq - FPKM-UQ	TCGA-D8-A1XA		84ca899c-12b7-4afa-a111-48c18233a272	TCGA-D8-A1XA-01A-11R-A14D-07	Primary Tumor	TCGA-D8-A1XA-01A	4068463b-8568-4bdb-8db0-19390ec0c7f8	Transcriptome Profiling	739cb132-51e9-41be-8064-311a13da0d74
40ef6b7b-8a4b-4bdb-a5f3-3742522f60e6	Isoform Expression Quantification		0bc0e7ff-d391-4334-82a5-b95461fbf5ab.mirbase21.isoforms.quantification.txt	TCGA-BRCA	a2a05d33-e85d-4c03-84f5-69626a8236ce	BCGSC miRNA Profiling	TCGA-AC-A2B8		a2a05d33-e85d-4c03-84f5-69626a8236ce	TCGA-AC-A2B8-01A-11R-A17A-13	Primary Tumor	TCGA-AC-A2B8-01A	fabfec99-220b-4a94-a8fe-01dfd71487f6	Transcriptome Profiling	6e126b73-d3e8-4641-a128-306f3b313e40
e255d16f-674f-4d5a-98b3-ec9c0f17c998	miRNA Expression Quantification		4761564d-0c79-4c29-adc1-db499afbf063.mirbase21.mirnas.quantification.txt	TCGA-BRCA	2e747139-4605-4c19-944d-5779a9a28fca	BCGSC miRNA Profiling	TCGA-BH-A0HY		2e747139-4605-4c19-944d-5779a9a28fca	TCGA-BH-A0HY-01A-11R-A057-13	Primary Tumor	TCGA-BH-A0HY-01A	38ac0df0-950e-4c55-9f8a-96fd3f837ee6	Transcriptome Profiling	844ad251-3ee4-42f6-ad00-59a7a1670eea
60779ca9-59d9-4771-a556-4fff19d6795a	Isoform Expression Quantification		c985b857-742b-403e-b194-fbe1b963f483.mirbase21.isoforms.quantification.txt	TCGA-BRCA	b179d3b6-1fef-4a78-97d4-4e6b22665e65	BCGSC miRNA Profiling	TCGA-S3-AA15		b179d3b6-1fef-4a78-97d4-4e6b22665e65	TCGA-S3-AA15-01A-11R-A41G-13	Primary Tumor	TCGA-S3-AA15-01A	f2f2b11f-a4eb-4260-b2b6-822544adad60	Transcriptome Profiling	e783e518-c1e5-4eac-8eaf-e2d65ccd9692
fe8764cf-04ee-480d-96ce-09d0d388f4f6	Gene Expression Quantification		b140b49a-5eb6-4272-a534-ab9a3685b87e.FPKM.txt.gz	TCGA-BRCA	3b0690a2-c92f-4670-8609-8c87be763948	HTSeq - FPKM	TCGA-BH-A0BT		3b0690a2-c92f-4670-8609-8c87be763948	TCGA-BH-A0BT-01A-11R-A12P-07	Primary Tumor	TCGA-BH-A0BT-01A	7f7d8229-3daf-48be-bd16-ffe4314528b1	Transcriptome Profiling	a32cb96a-78bf-456e-a6ab-2d47b2c67ad4
3e853cb1-4747-4f98-be64-d5de7fba801e	Gene Expression Quantification		938f73df-ebb5-4905-926d-e609a601d9b5.FPKM.txt.gz	TCGA-BRCA	1f70f110-42bf-4e2e-a478-38f93558bb6e	HTSeq - FPKM	TCGA-A8-A08I		1f70f110-42bf-4e2e-a478-38f93558bb6e	TCGA-A8-A08I-01A-11R-A00Z-07	Primary Tumor	TCGA-A8-A08I-01A	6d462341-cb4a-47bf-8c1b-2ffd6cf5e9ed	Transcriptome Profiling	7acf33e7-c386-45fd-8c9a-469600378687
8299a499-6166-4340-adc5-bd225ea35ab6	Isoform Expression Quantification		a88ea230-8376-4efc-b4c0-908df5dfa206.mirbase21.isoforms.quantification.txt	TCGA-BRCA	39ec31e4-7054-4d1e-a0e8-15470ed014b2	BCGSC miRNA Profiling	TCGA-A7-A0DB		39ec31e4-7054-4d1e-a0e8-15470ed014b2	TCGA-A7-A0DB-01A-11R-A27D-13	Primary Tumor	TCGA-A7-A0DB-01A	e8cb34ed-67cb-48b7-83cd-621a1224e781	Transcriptome Profiling	f130f376-5801-40f9-975d-a7e2f7b5670d
07ac0536-240f-46be-9909-a8af1a22e2b8	Gene Expression Quantification		8c573441-151e-40bc-bb2a-18d6ec2b4ee5.FPKM.txt.gz	TCGA-BRCA	c8bb8292-0030-4980-b25d-ef182d1adc69	HTSeq - FPKM	TCGA-E9-A1NI		c8bb8292-0030-4980-b25d-ef182d1adc69	TCGA-E9-A1NI-01A-11R-A14D-07	Primary Tumor	TCGA-E9-A1NI-01A	558c43ad-12ad-42dd-94b2-80a607465fcb	Transcriptome Profiling	c65b835a-2d38-4250-a173-0780d2c2cf58
02de2811-80ba-491d-a9bb-7544ae9b2f4d	miRNA Expression Quantification		ec528e85-a502-4e33-baea-c71fbb42765f.mirbase21.mirnas.quantification.txt	TCGA-BRCA	9a201442-4ea4-4df6-87b6-a52da033f10c	BCGSC miRNA Profiling	TCGA-E2-A1LI		9a201442-4ea4-4df6-87b6-a52da033f10c	TCGA-E2-A1LI-01A-12R-A156-13	Primary Tumor	TCGA-E2-A1LI-01A	55a21e0c-e8a7-43bf-8b28-0e06211114d7	Transcriptome Profiling	3558dec7-eae3-4a41-a217-266c6a4535fb
600b702f-cd68-4bea-a8aa-242e1a0e657d	Isoform Expression Quantification		ac88d2ca-21b1-45d2-be87-db64dbd8a85f.mirbase21.isoforms.quantification.txt	TCGA-BRCA	f33eb7c5-5090-4c85-b002-8a15bf09ce52	BCGSC miRNA Profiling	TCGA-E9-A5UO		f33eb7c5-5090-4c85-b002-8a15bf09ce52	TCGA-E9-A5UO-01A-11R-A28I-13	Primary Tumor	TCGA-E9-A5UO-01A	ece822af-ea84-419b-99f1-6ce53e4c1e8a	Transcriptome Profiling	ed2617c3-5d3b-4688-9283-0f8a10e0b10d
2fcf106a-62b1-4b6b-822d-ea0ec6142491	miRNA Expression Quantification		d1de3845-4f4f-4cda-86a0-1df2c9cbcb8a.mirbase21.mirnas.quantification.txt	TCGA-BRCA	c8fc0b6e-9af2-4765-b838-090d236a746d	BCGSC miRNA Profiling	TCGA-A2-A1FX		c8fc0b6e-9af2-4765-b838-090d236a746d	TCGA-A2-A1FX-01A-11R-A13P-13	Primary Tumor	TCGA-A2-A1FX-01A	71e87611-903b-4b9d-a506-87e58914dc81	Transcriptome Profiling	ac6d3ba9-f84f-4657-aa85-4d66fb7c09da
16ecc64d-97b2-4413-9891-73768b2abb0b	Isoform Expression Quantification		187f33a3-3851-46a9-abc0-112f637a54d8.mirbase21.isoforms.quantification.txt	TCGA-BRCA	b518c08e-f16c-452b-8b13-fa731be531f0	BCGSC miRNA Profiling	TCGA-A2-A0CT		b518c08e-f16c-452b-8b13-fa731be531f0	TCGA-A2-A0CT-01A-31R-A057-13	Primary Tumor	TCGA-A2-A0CT-01A	3490858a-b2ef-4700-91ea-5e71c71cff67	Transcriptome Profiling	378778d2-b331-4867-a93b-c64028c8b4c7
278737d7-c5fd-48d4-aade-bd0d8cfee37e	Isoform Expression Quantification		2bab8554-150a-472e-bb9f-0a8c1853044e.mirbase21.isoforms.quantification.txt	TCGA-BRCA	3c5127a5-1d5b-4835-87fc-3ab9ff09f9eb	BCGSC miRNA Profiling	TCGA-E2-A15C		3c5127a5-1d5b-4835-87fc-3ab9ff09f9eb	TCGA-E2-A15C-01A-31R-A12C-13	Primary Tumor	TCGA-E2-A15C-01A	31f45863-c419-4a07-896c-722b9724ce76	Transcriptome Profiling	da840a22-8d30-4682-bbd0-8fa87bd40528
ef37a73c-e0a0-4ff6-83a3-6befcdcb51c6	Gene Expression Quantification		5c50c128-f5df-4000-9e2b-3c261c02535f.htseq.counts.gz	TCGA-BRCA	f1fd4b74-1bd9-4ca1-a437-930df81489c0	HTSeq - Counts	TCGA-AO-A03N		f1fd4b74-1bd9-4ca1-a437-930df81489c0	TCGA-AO-A03N-01B-11R-A10J-07	Primary Tumor	TCGA-AO-A03N-01B	06b3e3ca-24b9-4e19-9e59-b51cc6d6735b	Transcriptome Profiling	9435447e-d65f-408b-863b-6576b1d652dd
70e0ebd3-4a97-4db5-842f-240006484f8f	miRNA Expression Quantification		a89b0fd2-7b11-4705-bcb6-76f4016ddc31.mirbase21.mirnas.quantification.txt	TCGA-BRCA	476b3783-65c7-432a-9d94-5417f3861992	BCGSC miRNA Profiling	TCGA-D8-A1XS		476b3783-65c7-432a-9d94-5417f3861992	TCGA-D8-A1XS-01A-11R-A14L-13	Primary Tumor	TCGA-D8-A1XS-01A	ef5821f3-677a-4bd3-9d99-d9cdd533cdb5	Transcriptome Profiling	1026e0bf-5640-4fa5-b65f-4f11e8e76b18
9a56eb8b-99fa-4671-99dc-29776dca4cd6	Gene Expression Quantification		ab1f0023-6b52-41b6-9867-87599e4d6d60.FPKM-UQ.txt.gz	TCGA-BRCA	b29026d0-c47a-4b88-aab9-155392a4e63f	HTSeq - FPKM-UQ	TCGA-E2-A1LA		b29026d0-c47a-4b88-aab9-155392a4e63f	TCGA-E2-A1LA-01A-11R-A144-07	Primary Tumor	TCGA-E2-A1LA-01A	cef6023a-2fbf-44ee-a9b3-df78707bd85a	Transcriptome Profiling	ce9e0309-9756-42d2-ae94-d91264a79498
3e164592-492f-48fa-a02e-77cc95e4a6c6	Isoform Expression Quantification		6de4b073-9e9f-452a-a63a-8d56f5b7b82a.mirbase21.isoforms.quantification.txt	TCGA-BRCA	4f2f1b96-77a4-4e0f-ac2e-71b6c75a2783	BCGSC miRNA Profiling	TCGA-LL-A5YM		4f2f1b96-77a4-4e0f-ac2e-71b6c75a2783	TCGA-LL-A5YM-01A-11R-A28I-13	Primary Tumor	TCGA-LL-A5YM-01A	cf5fda71-8fba-43fc-91f3-e4baa36571dd	Transcriptome Profiling	e9a12df9-024e-4cbc-b6bf-e4e87485fa90
fdcef118-e4e7-45d9-a4c3-6e73c1064160	miRNA Expression Quantification		34428343-6c38-441f-92aa-09a4af4f4f30.mirbase21.mirnas.quantification.txt	TCGA-BRCA	ccc73c82-f123-4b7d-ae3e-c3368dd35386	BCGSC miRNA Profiling	TCGA-AR-A24R		ccc73c82-f123-4b7d-ae3e-c3368dd35386	TCGA-AR-A24R-01A-11R-A168-13	Primary Tumor	TCGA-AR-A24R-01A	7f15f76b-305d-43f7-8d02-34cd0f76340e	Transcriptome Profiling	db62d9c7-8343-4771-84fc-146d2e307bb8
39fe5d50-f454-4f7b-b07b-1a59b5c828f9	Gene Expression Quantification		6c6c01b5-ee5b-4ef0-a44f-2b982033fe4c.FPKM.txt.gz	TCGA-BRCA	87b99bc9-5f8e-48c6-82d8-b5c9bedad3c7	HTSeq - FPKM	TCGA-BH-A1FG		87b99bc9-5f8e-48c6-82d8-b5c9bedad3c7	TCGA-BH-A1FG-01A-11R-A13Q-07	Primary Tumor	TCGA-BH-A1FG-01A	33f49b4e-924e-4590-8afa-e17403602137	Transcriptome Profiling	d4e7426c-9739-4585-9114-e564b13c7c02
3ea4e22d-8e2d-4346-acef-49b7f519f0fb	Isoform Expression Quantification		938f619d-5c9d-4725-b61a-e66a643941cb.mirbase21.isoforms.quantification.txt	TCGA-BRCA	ee0a91b8-925e-4a69-9699-ec2305e0d9fd	BCGSC miRNA Profiling	TCGA-A2-A0EP		ee0a91b8-925e-4a69-9699-ec2305e0d9fd	TCGA-A2-A0EP-01A-52R-A22V-13	Primary Tumor	TCGA-A2-A0EP-01A	153d5e35-20a4-40f8-901a-d7208fa2d3d8	Transcriptome Profiling	670f5022-5066-48f1-8472-5670129a1e0f
357ba9f6-716c-4ef0-8ac8-41977397dbf5	Gene Expression Quantification		5141c576-e074-4fe4-805e-d58eae3ee198.FPKM.txt.gz	TCGA-BRCA	2e099ec6-686a-45e5-a081-20179e27b805	HTSeq - FPKM	TCGA-A2-A04P		2e099ec6-686a-45e5-a081-20179e27b805	TCGA-A2-A04P-01A-31R-A034-07	Primary Tumor	TCGA-A2-A04P-01A	e4dee88b-58d0-4953-ad4a-a2df876f3c95	Transcriptome Profiling	ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21
d2ea9c8c-b011-4c6d-93e9-16859ab8ecb1	Isoform Expression Quantification		9ad22ccb-f9db-442f-97f3-1a1c08e73b9c.mirbase21.isoforms.quantification.txt	TCGA-BRCA	7bbc0e1a-e7aa-4738-96ea-d49a5784c085	BCGSC miRNA Profiling	TCGA-D8-A140		7bbc0e1a-e7aa-4738-96ea-d49a5784c085	TCGA-D8-A140-01A-11R-A114-13	Primary Tumor	TCGA-D8-A140-01A	660954c6-51ed-4b74-8eb0-65c282da3971	Transcriptome Profiling	2585edbd-3488-4100-a4ab-a161252a31ee
1c77a00e-8cea-48ae-b9b5-193cdecf3604	Gene Expression Quantification		41f9bceb-88d0-44ae-9eab-6ff9a6484e93.FPKM-UQ.txt.gz	TCGA-BRCA	096fb8cc-a47e-4937-aa46-ed9419e38205	HTSeq - FPKM-UQ	TCGA-E9-A1RI		096fb8cc-a47e-4937-aa46-ed9419e38205	TCGA-E9-A1RI-01A-11R-A169-07	Primary Tumor	TCGA-E9-A1RI-01A	7423f6fa-4f31-46b1-a391-b5fc45833c2b	Transcriptome Profiling	dd3bfb26-b534-4917-9c4d-9fe7b6477762
71b60d53-513c-4da5-b095-39f913bd4f11	Gene Expression Quantification		ad6b6702-a1f1-4b1c-bd8a-8e2128c63a49.FPKM.txt.gz	TCGA-BRCA	22234bee-318b-4da9-9d5c-21769de7d713	HTSeq - FPKM	TCGA-A2-A04N		22234bee-318b-4da9-9d5c-21769de7d713	TCGA-A2-A04N-01A-11R-A115-07	Primary Tumor	TCGA-A2-A04N-01A	b8c9196c-182d-4522-b487-734f9a8f9a78	Transcriptome Profiling	197428f7-bd77-4c5f-8119-87157b5c35b9
46892fa4-f179-4991-99da-629d8cf936f6	Gene Expression Quantification		2d71fd22-4dd1-4954-87cf-a7c5879b8bec.htseq.counts.gz	TCGA-BRCA	901167f2-a0df-441c-ad22-71c6adf8dc37	HTSeq - Counts	TCGA-BH-A0DO		901167f2-a0df-441c-ad22-71c6adf8dc37	TCGA-BH-A0DO-01B-11R-A12D-07	Primary Tumor	TCGA-BH-A0DO-01B	8b5d38fb-e9ad-445c-b5d5-f054a5eafeb1	Transcriptome Profiling	d3d4d709-ab34-4617-aa8c-51a3d0a3efe6
ad602633-fdd7-4bf1-b3ac-e1c8e0a02934	Gene Expression Quantification		0a219d18-db73-46e1-a9c9-3565cec06451.FPKM.txt.gz	TCGA-BRCA	f4f51b52-c045-4ac7-9474-be80c9ee0fba	HTSeq - FPKM	TCGA-AR-A1AL		f4f51b52-c045-4ac7-9474-be80c9ee0fba	TCGA-AR-A1AL-01A-21R-A12P-07	Primary Tumor	TCGA-AR-A1AL-01A	a7945d1c-35ca-4c95-98c6-ccb6e6d2b39c	Transcriptome Profiling	1f99e4d4-4e8b-4cc1-a129-227a2a82780e
a083b072-7c1e-4ed6-90cf-1e49d21df4cb	Gene Expression Quantification		57e8b21e-eeb7-4f8e-a8b3-b6016bd37c96.htseq.counts.gz	TCGA-BRCA	bd11ea82-d346-449c-b63b-a9434062e9de	HTSeq - Counts	TCGA-A2-A0EQ		bd11ea82-d346-449c-b63b-a9434062e9de	TCGA-A2-A0EQ-01A-11R-A034-07	Primary Tumor	TCGA-A2-A0EQ-01A	63792ecf-4f55-4eb5-bfbc-78accb4f104a	Transcriptome Profiling	2192c1db-4718-4254-ba42-3ae7f30ad5a8
74cba80b-7677-41d6-ab22-10f1a962ba2f	Gene Expression Quantification		d6f019d0-dca0-48e7-9936-ae27b69a3c57.FPKM-UQ.txt.gz	TCGA-BRCA	009c9538-c163-4b0a-8309-21a3afac9731	HTSeq - FPKM-UQ	TCGA-AN-A0XU		009c9538-c163-4b0a-8309-21a3afac9731	TCGA-AN-A0XU-01A-11R-A109-07	Primary Tumor	TCGA-AN-A0XU-01A	ee368eb1-55e1-471e-b88b-bab896e37b5c	Transcriptome Profiling	a1da9db1-db11-4f4d-a249-c738db81b87e
c1973dce-b771-4f94-bb8a-d61df1930f07	Isoform Expression Quantification		08fdf579-052b-4d9a-84db-c5e55236f981.mirbase21.isoforms.quantification.txt	TCGA-BRCA	b959f566-ac3e-426d-b05d-d0e70b50831c	BCGSC miRNA Profiling	TCGA-E2-A1LL		b959f566-ac3e-426d-b05d-d0e70b50831c	TCGA-E2-A1LL-01A-11R-A143-13	Primary Tumor	TCGA-E2-A1LL-01A	e57574e4-7e01-4e61-bd29-ee4ec63dddd6	Transcriptome Profiling	2a84997d-ccee-4f46-bea2-752534f26416
b6deae99-675c-40fd-867b-722672001edf	miRNA Expression Quantification		a0934309-c47f-4bf2-8e68-f8b8a6fffa70.mirbase21.mirnas.quantification.txt	TCGA-BRCA	0c7954f0-30c1-40a1-a7aa-22c0f0554d44	BCGSC miRNA Profiling	TCGA-BH-A1F6		0c7954f0-30c1-40a1-a7aa-22c0f0554d44	TCGA-BH-A1F6-11B-94R-A13P-13	Solid Tissue Normal	TCGA-BH-A1F6-11B	84f25e50-b0bb-4f2a-bb94-14019bc7fa95	Transcriptome Profiling	ad18820b-a804-49c0-ba8a-86c09fa6bce2
ba57d4eb-ba44-4ba6-a684-701d0de9d04e	Isoform Expression Quantification		6fe53fac-11ea-4683-acf2-79f5e682a3cd.mirbase21.isoforms.quantification.txt	TCGA-BRCA	9900bc5d-a99b-4795-8d41-5e22cbd21bd1	BCGSC miRNA Profiling	TCGA-BH-A0AU		9900bc5d-a99b-4795-8d41-5e22cbd21bd1	TCGA-BH-A0AU-01A-11R-A12O-13	Primary Tumor	TCGA-BH-A0AU-01A	9df5fb66-44da-4d92-899a-99c07cd23fff	Transcriptome Profiling	360d1d6d-cf3e-4c78-b36f-ef5e3160aa6b
c943873c-e153-42bc-a8de-e1080b252e81	Gene Expression Quantification		801d0a1e-b2c9-4e05-bd6b-15322b0458c6.htseq.counts.gz	TCGA-BRCA	b930baae-d32e-4d8d-bcca-0e3a5a73e46d	HTSeq - Counts	TCGA-A8-A095		b930baae-d32e-4d8d-bcca-0e3a5a73e46d	TCGA-A8-A095-01A-11R-A00Z-07	Primary Tumor	TCGA-A8-A095-01A	2223917e-5ff9-4726-99be-c73b19522265	Transcriptome Profiling	29df128d-ace2-40cf-88ee-3f6f2170f159
5ea883f5-a95b-44c8-b649-5d4b5390e0a9	Isoform Expression Quantification		d5f983bb-7881-4d31-a618-a13b2c78bb93.mirbase21.isoforms.quantification.txt	TCGA-BRCA	67895053-f6df-400b-91e6-9c11cad2e162	BCGSC miRNA Profiling	TCGA-E9-A2JT		67895053-f6df-400b-91e6-9c11cad2e162	TCGA-E9-A2JT-01A-22R-A18L-13	Primary Tumor	TCGA-E9-A2JT-01A	5fce29d3-4250-4696-b691-d4bc953c21cd	Transcriptome Profiling	b35fbe19-0e6d-427e-b9be-ee3527b5fca6
6d066a72-f59f-45a8-ab90-216000b36da4	Gene Expression Quantification		2eecdef2-2e2a-450f-ad52-f053f97275a3.FPKM.txt.gz	TCGA-BRCA	5bf1ade7-ec26-43ea-bcd5-f13406ad0bf1	HTSeq - FPKM	TCGA-AR-A1AR		5bf1ade7-ec26-43ea-bcd5-f13406ad0bf1	TCGA-AR-A1AR-01A-31R-A137-07	Primary Tumor	TCGA-AR-A1AR-01A	5fa9998b-deff-493e-8a8e-dc2422192a48	Transcriptome Profiling	eda6d2d5-4199-4f76-a45b-1d0401b4e54c
92b96e88-5154-4774-9d10-fdc5792e9a58	Isoform Expression Quantification		50dd8c27-2ff0-4b75-8faa-29f2bdf60262.mirbase21.isoforms.quantification.txt	TCGA-BRCA	537c06f0-8dbe-4374-ab3a-ef51a7e3613b	BCGSC miRNA Profiling	TCGA-GM-A2DM		537c06f0-8dbe-4374-ab3a-ef51a7e3613b	TCGA-GM-A2DM-01A-11R-A17X-13	Primary Tumor	TCGA-GM-A2DM-01A	70c927bd-ab54-4e15-8521-5e3a5035dea5	Transcriptome Profiling	753d5d49-3b40-4737-9d4c-b1ec29cc2692
f493eea5-8c79-4a23-942e-c3b8987c0077	miRNA Expression Quantification		08ce5d0d-d256-4858-ab09-f4294ff41206.mirbase21.mirnas.quantification.txt	TCGA-BRCA	79145fdd-2d91-44fd-b45b-337ed546c97b	BCGSC miRNA Profiling	TCGA-B6-A0X0		79145fdd-2d91-44fd-b45b-337ed546c97b	TCGA-B6-A0X0-01A-21R-A114-13	Primary Tumor	TCGA-B6-A0X0-01A	14f380df-eda0-4593-b00f-43abc87e22d4	Transcriptome Profiling	1e68e760-a4cf-4100-bf9c-e50fa8d126f6
012e6e92-ef34-41f4-bf9b-fa3e81a7c438	miRNA Expression Quantification		ce96c653-df63-4be2-8a78-ad7647c066f8.mirbase21.mirnas.quantification.txt	TCGA-BRCA	bd46b325-d8e0-4aeb-bcf9-0752428a2ced	BCGSC miRNA Profiling	TCGA-D8-A1XU		bd46b325-d8e0-4aeb-bcf9-0752428a2ced	TCGA-D8-A1XU-01A-11R-A14L-13	Primary Tumor	TCGA-D8-A1XU-01A	4fbe5e67-d18a-48d5-bd88-19a2f4c01c8d	Transcriptome Profiling	332148f5-f070-4c20-8eb1-4d8c0673aa52
